   0.00000000       6.27905205E-02  0.125333235      0.187381327      0.248689905      0.309017003      0.368124545      0.425779283      0.481753707      0.535826862      0.587785304      0.637424052      0.684547186      0.728968740      0.770513356      0.809017122      0.844328046      0.876306772      0.904827118      0.929776549      0.951056600      0.968583226      0.982287288      0.992114723      0.998026729       1.00000000      0.998026729      0.992114663      0.982287169      0.968583047      0.951056361      0.929776311      0.904826820      0.876306415      0.844327569      0.809016585      0.770512819      0.728968143      0.684546590      0.637423396      0.587784588      0.535826087      0.481752932      0.425778508      0.368123740      0.309016138      0.248688981      0.187380373      0.125332251       6.27895072E-02  -1.04109711E-06  -6.27915859E-02 -0.125334322     -0.187382415     -0.248690993     -0.309018105     -0.368125677     -0.425780386     -0.481754780     -0.535827875     -0.587786317     -0.637425005     -0.684548080     -0.728969574     -0.770514011     -0.809017718     -0.844328582     -0.876307249     -0.904827595     -0.929776967     -0.951056898     -0.968583465     -0.982287526     -0.992114902     -0.998026788      -1.00000000     -0.998026609     -0.992114544     -0.982286990     -0.968582749     -0.951056004     -0.929775894     -0.904826343     -0.876305878     -0.844327033     -0.809015989     -0.770512164     -0.728967428     -0.684545815     -0.637422621     -0.587783754     -0.535825253     -0.481752038     -0.425777584     -0.368122756     -0.309015125     -0.248687968     -0.187379345     -0.125331223      -6.27884641E-02   2.08219421E-06
   7.24562258E-03   6.27619252E-02  0.125276163      0.187295973      0.248576656      0.308876276      0.367956907      0.425585389      0.481534302      0.535582840      0.587517619      0.637133718      0.684235454      0.728636742      0.770162404      0.808648705      0.843943536      0.875907660      0.904415011      0.929353118      0.950623453      0.968142152      0.981839895      0.991662920      0.997572184      0.999544561      0.997572184      0.991662860      0.981839776      0.968141913      0.950623214      0.929352880      0.904414713      0.875907302      0.843943000      0.808648109      0.770161927      0.728636146      0.684234858      0.637133121      0.587516904      0.535582066      0.481533527      0.425584584      0.367956102      0.308875412      0.248575717      0.187295035      0.125275165       6.27609119E-02  -1.04069522E-06  -6.27629906E-02 -0.125277236     -0.187297076     -0.248577744     -0.308877379     -0.367958009     -0.425586492     -0.481535375     -0.535583854     -0.587518632     -0.637134671     -0.684236288     -0.728637576     -0.770163119     -0.808649302     -0.843944013     -0.875908136     -0.904415488     -0.929353535     -0.950623751     -0.968142390     -0.981840134     -0.991663098     -0.997572243     -0.999544561     -0.997572124     -0.991662681     -0.981839657     -0.968141675     -0.950622857     -0.929352403     -0.904414296     -0.875906765     -0.843942463     -0.808647573     -0.770161271     -0.728635430     -0.684234023     -0.637132347     -0.587516069     -0.535581231     -0.481532633     -0.425583661     -0.367955089     -0.308874398     -0.248574719     -0.187294006     -0.125274137      -6.27598688E-02  -7.24354340E-03
   1.36518478E-02   6.35694414E-02  0.125219107      0.187210679      0.248463452      0.308735609      0.367789328      0.425391585      0.481315017      0.535338938      0.587250054      0.636843562      0.683923841      0.728304863      0.769811630      0.808280468      0.843559146      0.875508726      0.904003143      0.928929806      0.950190485      0.967701256      0.981392741      0.991211295      0.997117877      0.999089301      0.997117817      0.991211236      0.981392622      0.967700958      0.950190306      0.928929627      0.904002845      0.875508428      0.843558669      0.808279872      0.769811153      0.728304327      0.683923244      0.636842966      0.587249339      0.535338163      0.481314212      0.425390780      0.367788523      0.308734745      0.248462513      0.187209725      0.125218123       6.27323240E-02  -1.04038611E-06  -6.27344027E-02 -0.125220180     -0.187211782     -0.248464540     -0.308736712     -0.367790431     -0.425392658     -0.481316090     -0.535339952     -0.587251067     -0.636844516     -0.683924675     -0.728305697     -0.769812405     -0.808281004     -0.843559623     -0.875509202     -0.904003620     -0.928930283     -0.950190842     -0.967701495     -0.981392980     -0.991211414     -0.997117937     -0.999089301     -0.997117817     -0.991211057     -0.981392503     -0.967700720     -0.950189948     -0.928929150     -0.904002428     -0.875507891     -0.843558073     -0.808279276     -0.769810557     -0.728303552     -0.683922410     -0.636842132     -0.587248504     -0.535337269     -0.481313348     -0.425389826     -0.367787540     -0.308733732     -0.248461515     -0.187208712     -0.125217080      -6.35673851E-02  -1.36497710E-02
   1.94120165E-02   6.49232492E-02  0.125258565      0.187125415      0.248350292      0.308595002      0.367621809      0.425197840      0.481095821      0.535095155      0.586982608      0.636553526      0.683612347      0.727973163      0.769461095      0.807912350      0.843174994      0.875110030      0.903591454      0.928506732      0.949757755      0.967260540      0.980945826      0.990759909      0.996663749      0.998634279      0.996663749      0.990759790      0.980945647      0.967260242      0.949757516      0.928506553      0.903591156      0.875109673      0.843174517      0.807911754      0.769460559      0.727972627      0.683611751      0.636552930      0.586981893      0.535094380      0.481095016      0.425197065      0.367621034      0.308594137      0.248349354      0.187124461      0.125161096       6.27037585E-02  -1.04014839E-06  -6.27058297E-02 -0.125163153     -0.187126517     -0.248351380     -0.308596104     -0.367622942     -0.425198913     -0.481096894     -0.535096169     -0.586983621     -0.636554480     -0.683613181     -0.727973998     -0.769461870     -0.807912886     -0.843175471     -0.875110507     -0.903591931     -0.928507209     -0.949758053     -0.967260778     -0.980946064     -0.990759969     -0.996663809     -0.998634279     -0.996663690     -0.990759611     -0.980945587     -0.967260003     -0.949757218     -0.928506136     -0.903590679     -0.875109136     -0.843173921     -0.807911158     -0.769459963     -0.727971852     -0.683610976     -0.636552095     -0.586981058     -0.535093486     -0.481094122     -0.425196111     -0.367620051     -0.308593124     -0.248348355     -0.187123448     -0.125256538      -6.49211928E-02  -1.94099434E-02
   2.46637203E-02   6.66338503E-02  0.125435293      0.187051326      0.248237178      0.308454454      0.367454410      0.425004184      0.480876744      0.534851432      0.586715341      0.636263609      0.683300972      0.727641702      0.769110680      0.807544410      0.842790961      0.874711514      0.903179944      0.928083897      0.949325204      0.966820002      0.980499089      0.990308642      0.996209860      0.998179495      0.996209860      0.990308583      0.980498910      0.966819704      0.949324965      0.928083658      0.903179646      0.874711096      0.842790544      0.807543814      0.769110143      0.727641106      0.683300436      0.636263013      0.586714566      0.534850717      0.480875909      0.425003409      0.367453635      0.308453590      0.248236254      0.187039241      0.125104100       6.26752004E-02  -1.03910577E-06  -6.26772717E-02 -0.125106156     -0.187041298     -0.248238280     -0.308455586     -0.367455512     -0.425005287     -0.480877787     -0.534852505     -0.586716294     -0.636264563     -0.683301866     -0.727642417     -0.769111454     -0.807544947     -0.842791438     -0.874711990     -0.903180420     -0.928084373     -0.949325502     -0.966820240     -0.980499268     -0.990308762     -0.996209919     -0.998179495     -0.996209741     -0.990308404     -0.980498791     -0.966819525     -0.949324667     -0.928083301     -0.903179169     -0.874710560     -0.842789888     -0.807543218     -0.769109488     -0.727640331     -0.683299661     -0.636262178     -0.586713791     -0.534849763     -0.480875015     -0.425002456     -0.367452621     -0.308452606     -0.248235241     -0.187049359     -0.125433266      -6.66317940E-02  -2.46616490E-02
   2.95068044E-02   6.85760751E-02  0.125760078      0.187001690      0.248125404      0.308313966      0.367287070      0.424810618      0.480657727      0.534607887      0.586448133      0.635973871      0.682989776      0.727310300      0.768760443      0.807176650      0.842407167      0.874313176      0.902768612      0.927661240      0.948892832      0.966379702      0.980052590      0.989857674      0.995756149      0.997724891      0.995756149      0.989857554      0.980052412      0.966379404      0.948892593      0.927661002      0.902768314      0.874312758      0.842406750      0.807176054      0.768759847      0.727309704      0.682989240      0.635973215      0.586447358      0.534607112      0.480656922      0.424809843      0.367286265      0.308313131      0.248123199      0.186954066      0.125047117       6.26466572E-02  -1.03830371E-06  -6.26487285E-02 -0.125049174     -0.186956123     -0.248125225     -0.308315098     -0.367288172     -0.424811721     -0.480658770     -0.534608901     -0.586449087     -0.635974765     -0.682990670     -0.727311015     -0.768761158     -0.807177186     -0.842407584     -0.874313653     -0.902769089     -0.927661717     -0.948893189     -0.966379941     -0.980052710     -0.989857733     -0.995756209     -0.997724891     -0.995756090     -0.989857435     -0.980052233     -0.966379225     -0.948892355     -0.927660584     -0.902767837     -0.874312162     -0.842406034     -0.807175398     -0.768759191     -0.727308929     -0.682988465     -0.635972440     -0.586446583     -0.534606218     -0.480656028     -0.424808919     -0.367285281     -0.308312118     -0.248123467     -0.186999708     -0.125758052      -6.85740188E-02  -2.95047350E-02
   3.40151489E-02   7.06663951E-02  0.126228303      0.186988086      0.248017490      0.308173716      0.367119789      0.424617141      0.480438828      0.534364402      0.586181045      0.635684252      0.682678759      0.726979077      0.768410325      0.806809008      0.842023492      0.873914957      0.902357459      0.927238762      0.948460698      0.965939581      0.979606271      0.989406884      0.995302677      0.997270525      0.995302677      0.989406765      0.979606032      0.965939283      0.948460460      0.927238524      0.902357221      0.873914599      0.842023134      0.806808472      0.768409729      0.726978481      0.682678223      0.635683596      0.586180329      0.534363627      0.480438024      0.424616367      0.367118984      0.308172703      0.248010203      0.186868921      0.124990173       6.26181215E-02  -1.03768684E-06  -6.26202002E-02 -0.124992229     -0.186870977     -0.248012215     -0.308174700     -0.367120892     -0.424618244     -0.480439872     -0.534365416     -0.586181998     -0.635685146     -0.682679594     -0.726979792     -0.768411040     -0.806809545     -0.842023969     -0.873915434     -0.902357936     -0.927239180     -0.948461056     -0.965939820     -0.979606390     -0.989406943     -0.995302737     -0.997270525     -0.995302558     -0.989406645     -0.979605913     -0.965939105     -0.948460221     -0.927238107     -0.902356744     -0.873914003     -0.842022359     -0.806807756     -0.768409133     -0.726977706     -0.682677388     -0.635682821     -0.586179495     -0.534362793     -0.480437100     -0.424615443     -0.367118001     -0.308171868     -0.248015553     -0.186986104     -0.126226276      -7.06643462E-02  -3.40130776E-02
   3.82444672E-02   7.28485584E-02  0.126828104      0.187019199      0.247916728      0.308034062      0.366952598      0.424423784      0.480220020      0.534121037      0.585914075      0.635394752      0.682367861      0.726648033      0.768060327      0.806441545      0.841640055      0.873516977      0.901946545      0.926816463      0.948028743      0.965499699      0.979160130      0.988956273      0.994849443      0.996816337      0.994849384      0.988956213      0.979159951      0.965499401      0.948028505      0.926816225      0.901946306      0.873516560      0.841639638      0.806441069      0.768059850      0.726647377      0.682367325      0.635394096      0.585913360      0.534120262      0.480219245      0.424423009      0.366951793      0.308032334      0.247897252      0.186783820      0.124933243       6.25896081E-02  -1.03807201E-06  -6.25916794E-02 -0.124935307     -0.186785877     -0.247899279     -0.308034331     -0.366953701     -0.424424857     -0.480221063     -0.534122050     -0.585915029     -0.635395646     -0.682368696     -0.726648688     -0.768061101     -0.806442142     -0.841640532     -0.873517394     -0.901947021     -0.926816881     -0.948029101     -0.965499878     -0.979160249     -0.988956332     -0.994849443     -0.996816337     -0.994849265     -0.988956034     -0.979159772     -0.965499222     -0.948028266     -0.926815867     -0.901945770     -0.873516023     -0.841638923     -0.806440353     -0.768059134     -0.726646662     -0.682366490     -0.635393322     -0.585912526     -0.534119427     -0.480218321     -0.424422055     -0.366950810     -0.308032215     -0.247914791     -0.187017217     -0.126826078      -7.28465170E-02  -3.82423997E-02
   4.22375575E-02   7.50843585E-02  0.127544880      0.187100708      0.247826695      0.307895720      0.366785586      0.424230486      0.480001330      0.533877790      0.585647225      0.635105371      0.682057142      0.726317108      0.767710567      0.806074262      0.841256738      0.873119175      0.901535809      0.926394343      0.947597027      0.965059996      0.978714168      0.988505840      0.994396389      0.996362388      0.994396329      0.988505781      0.978713989      0.965059698      0.947596788      0.926394165      0.901535511      0.873118758      0.841256320      0.806073844      0.767710030      0.726316452      0.682056546      0.635104716      0.585646510      0.533877015      0.480000556      0.424229711      0.366784662      0.307892054      0.247784346      0.186698765      0.124876350       6.25611022E-02  -1.03750858E-06  -6.25631735E-02 -0.124878407     -0.186700821     -0.247786388     -0.307894051     -0.366786569     -0.424231589     -0.480002373     -0.533878803     -0.585648179     -0.635106266     -0.682057977     -0.726317763     -0.767711282     -0.806074858     -0.841257215     -0.873119593     -0.901536226     -0.926394820     -0.947597384     -0.965060115     -0.978714347     -0.988505960     -0.994396389     -0.996362329     -0.994396150     -0.988505661     -0.978713870     -0.965059519     -0.947596550     -0.926393747     -0.901535034     -0.873118222     -0.841255665     -0.806073070     -0.767709315     -0.726315737     -0.682055712     -0.635103941     -0.585645676     -0.533876181     -0.479999632     -0.424228758     -0.366783798     -0.307893872     -0.247824758     -0.187098742     -0.127542853      -7.50823170E-02  -4.22354937E-02
   4.60278690E-02   7.73476511E-02  0.128363624      0.187235743      0.247750878      0.307759643      0.366618842      0.424037308      0.479782701      0.533634663      0.585380554      0.634816170      0.681746542      0.725986362      0.767360926      0.805707157      0.840873659      0.872721553      0.901125193      0.925972462      0.947165489      0.964620471      0.978268445      0.988055646      0.993943512      0.995908618      0.993943453      0.988055587      0.978268266      0.964620233      0.947165191      0.925972223      0.901124895      0.872721136      0.840873182      0.805706680      0.767360449      0.725985646      0.681745887      0.634815454      0.585379779      0.533633888      0.479781926      0.424036503      0.366617620      0.307751834      0.247671515      0.186613739      0.124819472       6.25326112E-02  -1.03707521E-06  -6.25346825E-02 -0.124821536     -0.186615795     -0.247673541     -0.307753831     -0.366619527     -0.424038380     -0.479783773     -0.533635676     -0.585381448     -0.634817004     -0.681747317     -0.725986958     -0.767361641     -0.805707812     -0.840874135     -0.872721970     -0.901125610     -0.925972939     -0.947165787     -0.964620590     -0.978268623     -0.988055825     -0.993943512     -0.995908558     -0.993943334     -0.988055468     -0.978268147     -0.964619994     -0.947164953     -0.925971866     -0.901124418     -0.872720599     -0.840872586     -0.805705905     -0.767359734     -0.725984931     -0.681745052     -0.634814680     -0.585379004     -0.533633053     -0.479781032     -0.424035549     -0.366617054     -0.307757795     -0.247748956     -0.187233761     -0.128361613      -7.73456097E-02  -4.60258052E-02
